0.022252,0.028374,0.034039,0.024089,-0.031404,-0.14955,-0.22371,-0.20466,-0.15727,-0.12541,-0.09616,-0.10664,-0.13552,-0.084826,-0.086604,-0.16459,-0.24307,-0.24192,-0.18608,-0.14678,-0.14633,-0.12917,-0.051122,-0.058766,-0.15595,-0.18823,-0.10453,-0.024142,-0.092031,-0.15649,-0.10315,-0.01629,-0.010772,-0.0046206,0.020567,-0.024153,-0.089061,-0.078119,0.025188,0.02392,-0.052101,-0.074229,0.043492,0.16089
0.14407,0.077561,0.0055057,-0.077963,-0.077388,-0.10739,-0.11435,-0.099709,-0.12188,-0.090267,0.050609,0.076708,-0.064132,-0.14558,-0.15783,-0.089194,0.025416,0.069985,-0.0016534,-0.036695,-0.021826,-0.0015997,-0.040831,-0.088517,-0.077175,-0.005908,0.0060495,0.024381,0.13444,0.1483,0.03966,0.064739,0.17087,0.15175,0.0063987,-0.0964,-0.10091,-0.040019,0.011976,0.01465,0.056439,0.090564,0.063519,0.02852
0.079644,0.070122,0.050897,-0.039932,-0.086736,-0.17031,-0.15824,-0.056353,-0.032907,-0.10531,-0.11183,-0.054434,-0.081119,-0.079792,-0.097694,-0.053505,-0.036996,-0.055499,-0.085861,-0.042973,-0.010034,0.013135,-0.030079,-0.10535,-0.085239,0.018732,0.01612,-0.030107,0.016907,0.046752,0.0064432,-0.074758,-0.062993,-0.044693,-0.055348,-0.035857,0.043308,0.17129,0.12216,0.042964,0.021653,0.039109,0.020304,-0.0031732
0.047995,0.0079889,-0.014328,0.035151,0.028024,-0.094651,-0.17312,-0.16794,-0.16959,-0.20382,-0.16599,-0.17964,-0.20668,-0.17389,-0.05677,-0.046503,-0.14147,-0.21696,-0.23117,-0.13665,-0.11964,-0.18355,-0.23412,-0.19362,-0.18531,-0.16913,-0.11297,-0.093884,-0.14195,-0.1094,-0.051651,-0.048429,-0.074205,-0.074156,-0.10249,-0.15449,-0.14401,-0.14926,-0.11944,-0.11645,-0.0419,0.011891,0.019311,0.0063853
0.060827,0.018186,-0.022215,-0.077527,-0.014197,0.0085957,-0.0092804,-0.0095381,0.0089827,0.017941,-0.020013,-0.036261,-0.052213,0.011953,0.057854,0.10683,0.097389,0.069917,0.0049855,0.021299,0.050767,0.062162,0.091155,0.1122,0.076303,0.10008,0.16636,0.26136,0.23501,0.1327,0.026725,0.074528,0.060051,0.0084181,0.078223,0.17771,0.24898,0.20087,0.14395,0.057749,0.11434,0.088677,0.10793,0.12348
0.065503,0.0058504,-0.031639,0.030263,0.032602,0.0048579,-0.033066,-0.066118,-0.099468,-0.0018555,0.050812,0.047688,0.017219,0.010302,0.089803,0.14182,0.08537,-0.086836,-0.15636,-0.15698,-0.12262,-0.051749,-0.016466,0.010364,0.051127,0.11363,0.076876,0.097803,0.16134,0.096566,0.021205,-0.0089204,-0.016091,-0.07522,-0.053545,-0.035007,-0.0131,0.022866,0.053996,0.041126,0.027382,0.042043,0.022691,-0.0056272
0.060245,0.047805,0.032185,-0.040041,-0.065307,-0.13932,-0.18998,-0.19611,-0.098623,-0.1031,-0.09158,-0.054359,-0.025966,-0.057315,-0.07283,-0.078848,-0.053109,0.063592,0.34599,0.80544,1.0835,0.94529,0.65402,0.52766,0.51254,0.42347,0.36888,0.26991,0.18052,0.095755,0.05907,0.010627,0.01253,0.089795,0.10656,0.067756,0.059515,0.023669,-0.067662,-0.10065,-0.04784,-0.054836,-0.10561,-0.15242
-0.13085,-0.034595,0.038007,0.029272,0.016187,0.0046357,-0.01879,0.0090301,-0.00042398,-1.0198e-05,0.0081983,0.038565,0.0069953,0.037045,0.030403,0.042739,0.052581,0.087368,0.20006,0.429,0.66922,0.8138,0.90107,0.95965,0.9446,0.81447,0.66999,0.60937,0.62613,0.62152,0.60344,0.58288,0.52566,0.42377,0.35614,0.2915,0.23483,0.20136,0.27698,0.30496,0.31752,0.23801,0.16656,0.085383
-0.076193,-0.051377,-0.014146,0.050286,0.073911,0.0098065,-0.080456,-0.1326,-0.14137,-0.10531,-0.085399,-0.055146,-0.025352,-0.017697,-0.042321,-0.058016,-0.085429,-0.11636,-0.16831,-0.16379,-0.13317,-0.047219,-0.025771,-0.03153,-0.012959,0.038722,0.019571,-0.019672,-0.049053,-0.052576,-0.062796,-0.06888,-0.095822,-0.074617,-0.071996,-0.095777,-0.10999,-0.058692,-0.069877,-0.10687,-0.082275,-0.041232,-0.097555,-0.16622
-0.031091,0.011713,0.044145,0.021888,-0.027915,-0.04405,-0.079113,-0.095547,-0.12157,-0.1581,-0.14709,-0.040984,-0.031849,-0.11135,-0.16833,-0.15173,-0.13289,-0.02069,0.03026,-0.0066755,-0.0067634,0.038284,-0.037413,-0.09501,-0.09214,-0.04424,-0.012408,0.017272,0.0088764,0.060994,0.018877,-0.0060471,0.0073009,0.0082645,-0.056002,-0.066774,-0.033407,0.0027679,0.038923,0.030229,0.04023,0.0063225,-0.05042,-0.10971
