-0.011097,0.016696,0.048326,0.0086807,-0.0375,-0.04764,0.0015039,0.051303,0.10569,0.13762,0.13739,0.17333,0.16887,0.08079,0.071368,0.15466,0.18617,0.092164,0.06211,0.068033,0.095334,0.15288,0.16375,0.085917,0.028083,0.010951,-0.010226,-0.054352,0.0058342,0.050495,0.072624,0.019957,0.022759,0.020953,0.01084,-0.027984,0.0091835,0.093084,0.10297,0.054945,0.064916,0.15352,0.1823,0.19909
-0.085949,-0.087237,-0.11313,-0.092415,0.086736,0.20527,0.10838,0.082743,0.16019,0.2423,0.20517,0.12933,0.032501,0.17161,0.29357,0.35117,0.33861,0.32609,0.22985,0.10931,0.093909,0.089016,0.064752,0.021279,-0.001806,0.010659,0.010487,0.14028,0.13251,0.077907,0.068202,0.12928,0.13016,0.10085,0.042854,0.039858,0.045162,-0.040145,-0.14185,-0.03644,0.057828,0.087874,0.078233,0.076592
0.040216,0.019456,0.0025565,0.011634,-0.026355,-0.04865,0.011589,0.069122,0.12664,0.11923,0.13379,0.071918,0.10437,0.11662,0.09101,-0.0032282,0.05333,0.12098,0.16299,0.14724,0.11298,-0.004136,-0.00054827,0.19452,0.35837,0.22388,0.081176,0.022324,0.00034741,-0.080157,-0.0034824,0.14344,0.25377,0.20931,0.1215,0.051593,0.047226,0.07037,0.14638,0.19188,0.11622,0.092415,0.065169,0.043428
0.0036772,0.033599,0.043196,-0.034859,-0.051549,0.011509,-0.011301,-0.02904,-0.0036699,0.056598,0.059741,0.021419,-0.034974,-0.063682,-0.03665,-0.030165,-0.0047608,-0.012035,0.07523,0.13851,0.20299,0.11272,0.10193,0.064284,0.02045,-0.028112,0.011967,-0.00090166,-0.076969,-0.044035,0.044399,0.11368,0.095048,0.081208,0.075565,0.099966,0.081413,0.13528,0.13298,0.069179,0.012526,0.046179,0.075217,0.10445
0.032572,0.041576,0.070266,0.058444,-0.029235,-0.11551,-0.018776,0.11626,0.14129,0.22172,0.22427,0.15927,0.17967,0.28536,0.28319,0.26866,0.366,0.38769,0.34216,0.38549,0.38759,0.26172,0.21835,0.32902,0.31309,0.15495,0.09918,0.098352,0.072033,0.032319,-0.00023973,0.082841,0.22122,0.29251,0.16309,0.042468,0.028247,0.14697,0.21641,0.20593,0.18874,0.28469,0.26618,0.22523
0.041844,0.025547,-0.00015772,-0.030433,-0.05134,0.065006,0.12928,0.10225,0.060158,0.046015,0.051704,0.063355,0.13361,0.14881,0.11703,0.10582,0.23592,0.347,0.36769,0.32897,0.31158,0.29679,0.22813,0.24932,0.2948,0.24695,0.15086,0.23003,0.34115,0.32182,0.20645,0.13029,0.19554,0.27048,0.24987,0.16712,0.12845,0.08314,0.090032,0.11362,0.10602,0.091731,0.084462,0.07775
-0.0063487,0.020411,0.046229,0.059955,-0.0086002,-0.073583,-0.12866,-0.080803,-0.066334,-0.0255,-0.086078,-0.12305,-0.16,-0.14213,-0.12071,-0.11539,-0.13141,-0.17336,-0.14134,-0.085275,-0.021252,-0.0037979,-0.058036,-0.13906,-0.20795,-0.17876,-0.15393,-0.044594,0.0077648,-0.039502,-0.14707,-0.14742,-0.12483,-0.12795,-0.14718,-0.12991,-0.13592,-0.16482,-0.16202,-0.086949,-0.046642,-0.049787,-0.0002489,0.059125
-0.015351,-0.020184,-0.016702,0.028796,0.050773,0.037033,0.05306,0.074999,-0.0047243,-0.0061256,0.054077,0.087081,0.040542,0.064737,0.032358,-0.045087,-0.1148,-0.089484,-0.09394,-0.070317,-0.0037316,0.07536,0.11113,0.13563,0.13117,0.10005,0.074421,0.1154,0.12059,0.12122,0.13056,0.11943,0.034232,0.0074437,0.081051,0.12383,0.092445,0.0357,-0.025046,-0.076225,-0.076815,-0.0055473,0.023252,0.047774
0.062313,0.0065184,-0.03768,0.00013021,-0.0055917,0.026051,0.032962,0.0078569,-0.022391,-0.026936,-0.026735,-0.020615,0.0064282,0.041583,0.056388,0.048503,0.036326,0.064925,0.10394,0.087065,0.019063,-0.0013106,0.056009,0.068825,0.10205,0.080641,0.074099,0.022899,0.040819,0.041729,0.051169,-0.015828,-0.041831,-0.0038218,0.089654,0.099573,0.083638,0.094784,0.17422,0.21243,0.18273,0.096972,0.011688,-0.069966
0.21184,0.084772,-0.035,-0.089285,-0.072612,-0.02298,0.0049917,0.054809,0.12902,0.26817,0.30225,0.18941,0.098424,0.1032,0.13556,0.15734,0.21893,0.24781,0.21651,0.20136,0.21166,0.25516,0.23956,0.19081,0.14135,0.13606,0.10987,0.07893,0.082545,0.12315,0.18394,0.16162,0.12558,0.052157,0.022052,-0.033778,0.013122,0.082139,0.16785,0.17913,0.12837,0.047617,0.034233,0.030163
