sigpvals1,sigpvals2,sigpvals3,sigpvals4,sigpvals5,sigpvals6,sigpvals7,sigpvals8,sigpvals9,sigpvals10,sigpvals11,sigpvals12,sigpvals13,sigpvals14,sigpvals15,sigpvals16,sigpvals17,sigpvals18,sigpvals19,sigpvals20,sigpvals21,sigpvals22,sigpvals23,sigpvals24,sigpvals25,sigpvals26,sigpvals27,sigpvals28,sigpvals29,sigpvals30,sigpvals31,sigpvals32,sigpvals33,sigpvals34,sigpvals35,sigpvals36,sigpvals37,sigpvals38,sigpvals39,sigpvals40,sigpvals41,sigpvals42,sigpvals43,sigpvals44,sigpvals45,sigpvals46,sigpvals47,sigpvals48,sigpvals49,sigpvals50,sigpvals51,sigpvals52,sigpvals53,sigpvals54,sigpvals55,sigpvals56,sigpvals57,sigpvals58,sigpvals59,sigpvals60,sigpvals61,sigpvals62,sigpvals63,sigpvals64,sigpvals65,sigpvals66,sigpvals67,sigpvals68,sigpvals69,sigpvals70,sigpvals71,sigpvals72,sigpvals73,sigpvals74,sigpvals75,sigpvals76,sigpvals77,sigpvals78,sigpvals79,sigpvals80,sigpvals81,sigpvals82,sigpvals83,sigpvals84,sigpvals85,sigpvals86,sigpvals87,sigpvals88,sigpvals89,sigpvals90,sigpvals91,sigpvals92,sigpvals93,sigpvals94,sigpvals95,sigpvals96,sigpvals97,sigpvals98,sigpvals99,sigpvals100,sigpvals101,sigpvals102,sigpvals103,sigpvals104,sigpvals105,sigpvals106,sigpvals107,sigpvals108,sigpvals109,sigpvals110,sigpvals111,sigpvals112,sigpvals113,sigpvals114,sigpvals115,sigpvals116,sigpvals117,sigpvals118,sigpvals119,sigpvals120,sigpvals121,sigpvals122,sigpvals123,sigpvals124
0.20824,0.17037,0.26053,0.34413,0.0010261,0.2884,0.56775,0.29402,0.21905,0.31163,0.15175,0.0068663,0.020536,0.0055987,0.48402,0.26246,0.11368,0.00019107,0.4989,0.0052105,0.058433,0.19443,0.14025,0.21882,0.16152,0.51236,0.098775,0.070816,0.10457,0.20079,0.31895,0.15076,0.094327,0.0050147,0.027378,0.19564,0.33881,0.21303,0.39037,0.12797,0.047046,0.14201,0.015791,0.40285,0.12032,0.12449,0.061664,0.20688,0.0088695,0.30091,0.10057,0.35094,0.0090879,0.53871,0.12936,0.076928,0.39368,0.26535,0.21529,0.045442,0.16276,0.15076,0.42723,0.15457,0.27586,0.029663,0.20825,0.18165,0.15651,0.42282,0.00035168,0.0058077,0.37442,0.60125,0.19891,0.38436,0.11191,0.42132,0.098063,0.20231,0.14941,0.34283,0.4737,0.043768,0.12039,0.18865,0.25782,0.066365,0.0010445,0.0016264,0.36688,0.017438,0.33098,0.15374,0.61012,0.47962,0.12014,0.2188,0.47174,0.27819,0.37671,0.15563,0.32809,0.043892,0.32118,0.052003,0.10086,0.0030482,0.28175,0.053501,3.0675e-05,0.24131,0.53172,0.16422,0.51661,0.4878,0.47492,0.35802,0.18396,0.12509,0.16688,0.19361,0.3376,0.31318
0.20946,0.037272,0.00024575,0.47837,0.15797,0.15592,0.081119,0.41234,0.15814,0.0070976,0.59817,0.031122,0.14493,0.043757,5.5197e-07,0.18348,0.0015711,0.29611,0.09994,3.8029e-08,0.0025231,0.13209,0.31727,0.030394,0.14546,0.19899,0.15413,0.26138,0.078657,0.25589,0.31514,0.14035,0.5698,0.16046,0.055858,0.026322,2.151e-06,0.033416,0.23817,0.04846,0.38789,0.056397,0.14087,0.43566,0.53271,0.036731,0.064034,0.29626,0.44129,0.1638,0.069224,0.51929,0.078824,0.2067,0.22137,0.19549,0.098701,0.0011148,0.59838,0.15185,0.32583,0.34879,0.10259,0.0040439,0.3928,0.28758,0.34817,0.39325,0.44667,0.01595,0,0.35143,0.29297,0,0.64242,0.43487,0.070643,0.15495,0.22553,0.11619,0.2682,0.11495,0.035844,0.018863,0.024831,0.096238,0.37737,0.12834,8.4129e-05,0.04162,0.0021238,0.12738,0.041778,0.77094,0.26454,0.51404,0.10396,0.13264,0.43032,0.028454,0.57288,0.34435,0.634,0.59146,0.87677,0.67617,0.26235,0.00019807,0.091614,0.46188,0.035385,0.20466,0.62517,0.26388,0.57114,0.91312,0.27165,0.99543,0.079365,0.001383,0.088355,0.29,0.54179,0.054102
0.34011,0.22153,0.302,0.56846,0.1588,0.2271,0,0,0.14312,0.12425,0.10346,0.24849,0,0.015585,0.00069446,0.00013453,0.45736,0.42582,0.27235,0,0.2237,0.53188,0.33776,0.015352,0.20877,0.21565,0.28756,3.0659e-08,0.067527,0.17352,0.036835,0.27798,0.20852,0.088162,0.259,0.063302,0.61613,0.35341,0.30744,0.43033,0.014822,0.62259,0.00095445,0.27079,0.046095,0.30636,0.035768,0.060949,0.28054,0.56312,0.031415,0.1926,0.49044,0.047131,0.34993,0.17628,0.44323,0.42793,0.047682,0.38535,0.031862,0.022321,0.00044563,0.32009,0.029783,0.12898,0.023456,0.18375,0.0060824,0.13179,0,0,0.048186,0.20507,0.0023057,0.00028452,0.67807,0.55793,0.17706,0,0.016399,0.1819,0.26867,0.2468,0.024106,0.00050966,0.064909,0.45471,0.00079472,0.13754,0.14759,0.00019865,0.0012151,0.033407,0.015724,0.00010868,0.12045,3.1435e-06,0.047829,0.1006,0.071148,0.044599,0.10857,0.023785,0.011376,0.10873,0.36914,0,1.3982e-05,1.3182e-05,0.068661,0.026417,0.067287,0.18869,0.016517,0.011242,0.12137,0.028484,0.033948,0.085339,0.18457,0.26454,0.28134,0.12845
0.0094251,0.005331,0.19661,0.0057473,0.24047,0.37659,0.47361,0.53888,0.36916,0.0095172,0.24309,0.004952,0.21925,0.28754,0.39182,0.21968,0.0087921,0.097265,0.096974,0.0052406,0.0021498,0.088278,0.1407,0.10315,0.13388,0.10597,0.30562,0.28126,0.15266,0.48826,0.52804,0.0017056,0.2759,0.055389,0.097127,0.033907,0.14913,0.021152,0.13276,0.064846,0.015472,0.16338,0.14799,0.44028,0.15403,0.077743,0.010126,0.15344,0.18421,0.059351,0.076962,0.33898,0.0040475,0.10284,0.0045947,0.17624,0.122,0.10056,0.27625,0.059492,0.32192,0.16939,0.3047,0.14999,0.41438,0.22801,0.27968,0.0090055,0.71279,0.31291,0.011273,0.37069,0.25421,0.54626,0.62541,0.065855,0.25177,0.30116,0.061741,0.29604,0.42861,0.19838,0.16691,0.042722,0.015098,0.53692,0.12272,0.0072647,0.0026509,0.041886,0.037969,0.20702,0.36724,0.23109,0.17252,0.11441,0.26581,0.059771,0.20363,0.10753,0.48802,0.31186,0.51347,0.38459,0.53813,0.70291,0.41448,0.15164,0.38694,0.44308,0.0087061,0.4299,0.2569,0.071818,0.43288,0.66959,0.64202,0.64825,0.099588,0.16019,0.033284,0.29065,0.29396,0.23116
0.12517,0.0035236,0.079033,7.1106e-05,0.10487,0.37457,0.18018,0.44195,0.10805,0.011062,0.69276,0.0024656,0.10186,0.0039233,0.01002,0.15025,0.055713,0.024618,0.64399,0.0023172,0.13444,0.1048,0.047793,0.047914,0.00065769,0.35066,0.25929,0.054768,0.16867,0.43045,0.279,0.14621,0.25462,0.014992,0.29055,0.23506,0.2503,0.34248,0.037494,0.063546,0.0010053,0.23922,0.054603,0.21735,0.013769,0.040232,0.066876,0.17074,0.21991,0.068469,0.21071,0.37917,0.30777,0.060305,0.092207,0.25445,0.33699,0.017883,0.40727,0.10269,0.078133,0.39379,0.014279,0.058862,0.55519,0.0079087,0.00015875,0.2256,0.27609,0.40826,2.015e-06,0.034914,0.15002,0.57443,0.62774,0.24743,0.072028,0.18327,0.31028,0.00051513,0.63911,0.14332,0.070067,0.011598,0.037071,0.065,0.13087,0.042741,0.023011,0.035257,0.14155,0.006791,0.092435,0.29941,0.18927,0.27298,0.11258,0.12039,0.16443,0.27182,0.42149,0.2566,0.35664,0.55146,0.52438,0.39228,0.46406,0.1833,0.40143,0.52583,0.16235,0.47693,0.50763,0.055921,0.34369,0.55152,0.12576,0.75704,0.078908,0.093846,0.07312,0.18781,0.51045,0.4408
0.096818,0.21184,0.23487,0.16947,0.33539,0.17053,0.30299,0.35484,0.24641,0.42751,0.39278,0.29198,0.63683,0.16489,0.36656,0.085282,0.026849,0.059946,0.36991,0.0085752,0.37215,0.17239,0.058176,0.089433,0.17799,0.17397,0.16015,0.21136,0.27728,0.20783,0.046309,0.33988,0.34816,0.08438,0.43433,0.034744,0.099578,0.486,0.16515,0.17858,0.17378,0.28467,0.44476,0.015918,0.0084128,0.57157,0.002585,0.07695,0.22064,0.20533,0.20506,0.10106,0.49628,0.24898,0.056351,0.26631,0.12312,0.28244,0.09697,0.24306,0.045726,0.12292,0.35124,0.12572,0.09578,0.2091,0.015212,0.17056,0.010587,0.52426,0.00015262,0.29804,0.14689,0.038266,0.34787,0.055377,0.2126,0.056817,0.094649,0.033849,0.10791,0.079057,0.037593,0.26562,0.27214,0.35496,0.26163,0.27149,0.20957,0.10517,0.50437,0.22245,0.048324,0.23972,0.085727,0.32082,0.12705,0.3147,0.41615,0.37651,0.16923,0.69244,0.29928,0.46578,0.10306,0.17183,0.33161,0.049294,0.15446,0.25753,0.56295,0.12474,0.065973,0.017101,0.016141,0.0001443,0.035059,0.082742,0.047517,0.26357,0.10373,0.22433,0.10753,0.20502
0.24251,0.16798,0.0022625,0.007048,0.10918,0.0033206,0.27118,0.14103,0.083942,0.15357,0.12952,0.19433,0.14121,0.00062894,0.00016568,0.010367,0.34177,2.69e-07,0.13331,0.0046629,0.24526,0.39571,0.073731,0.28971,0.28041,0.25327,0.17442,0.0047756,0.02844,0.26185,0.017881,0.36144,0.0011035,0.14496,0.12866,0.25694,1.5192e-08,0.23308,0.17764,0.29171,0.36844,0.22699,0.019268,0.054223,0.060413,0.018575,0.1226,0.17362,0.19501,0.30059,0.048072,0.30506,0.018086,0.0061357,0.39509,0.31444,0.14627,0.22166,0.023652,0.38974,0.44348,0.23464,0.19208,0.21121,0.4043,0.14579,0.24184,0.2402,0.003187,0.55219,0.084855,0.061348,0.37046,0.28557,0.042009,0.218,0.012406,0.19211,0.33394,0.054382,0.028028,0.2105,0.58119,0.044897,0.0056301,0.053562,0.063165,0.28664,0.0003324,0.083795,0.27463,0.26337,0.20061,0.10276,0.3465,0.25913,0.2888,0.3042,0.070733,0.077815,0.70619,0.11774,0.33418,0.19239,0.16556,0.087243,0.22492,2.389e-05,0.06223,0.0036478,3.4619e-06,0.052248,0.22662,0.25166,0.019182,3.8479e-08,0.15821,0.056265,0.16291,0.3119,0.25036,0.15625,0.26733,0.094424
0.20811,0.07274,0.3198,0.22542,0.11746,0.057844,0,0,0.08155,0.20235,0.018509,0.19369,0,0.0011135,1.2775e-05,0.00072828,0.18927,0.0057397,0.078547,0,0.06561,0.40265,0.037208,0.028799,0.18289,0.60327,0.031483,0.007419,0.011275,0.0046766,0.029179,0.50721,0.17119,0.061837,0.22455,0.0064477,0.45946,0.13026,0.38802,0.50118,0.063574,0.33478,0.054045,0.048155,0.00027603,0.38301,0.15998,0.0089245,0.29808,0.26373,0.099077,0.00050124,0.43101,0.13488,0.33036,0.67238,0.031441,0.49474,0.022601,0.18809,0.28434,0.0045588,0.00060247,0.1251,0.09028,0.066774,0.291,0.090444,0.045164,0.021438,0,0,0.14864,0.12943,0.0011985,0.067136,0.14207,0.11984,0.0060783,0,0.016618,0.10683,0.26542,0.041631,0.0067742,2.1568e-05,0.25539,0.0036469,0.00029747,0.25964,0.21844,0.0050402,0.046935,0.45362,3.4868e-06,0.00037622,0.49863,0.0035922,0.10251,0.096184,0.27523,0.13796,0.10972,0.14546,3.5641e-05,0.1727,0.12222,0.0011104,1.4667e-06,4.3299e-15,0.15029,0.36548,0.3594,0.1356,0.14267,0.018559,0.23972,0.0050691,0.026742,0.57635,0.10742,0.14283,0.077682,0.15077
0.19554,0.14424,0.51184,0.53086,0.21347,0.32679,0.009373,0.45852,0.035593,0.043814,0.2717,0.097383,0.50095,4.6849e-06,0,0.22588,0.20805,0.076023,0.19689,0,0.00228,0.51618,0.21751,0.085167,0.17167,0.053411,0.16027,0.2032,0.069419,0.51989,0.22781,0.33593,0.11755,0.0056937,0.086742,0.020792,0.54224,0.28014,0.16374,0.2047,0.066786,0.35367,0.47728,0.16764,0.56813,0.15327,0.019106,0.23753,0.20878,0.13299,0.3447,0.46483,0.25856,0.42105,0.50598,0.016246,0.17034,0.2758,0.18477,0.22836,0.1203,0.080275,0.12767,0.011211,0.025733,0.0010909,0.42656,0.22202,0.15878,0.076842,0,0,0.20617,0.2375,1.0069e-07,0.44334,0.088154,0.038682,0.021703,0.20386,0.15532,0.052752,0.35067,0.096547,5.0871e-05,0.043575,0.13187,0.20918,0.00036095,0.040246,0.23993,0.025371,0.01448,0.819,0.0019982,0.10069,0.15646,0.20085,0.11012,0.0049563,0.32957,0.050339,0.083671,0.12522,0.71615,0.59513,0.73649,0.0039714,0.025088,4.1516e-08,0.036717,0.083703,0.20734,0.072982,0.53284,0.84824,0.061884,0.077255,0.057341,0.27469,0.025049,0.050507,0.22169,0.08538
0.22583,0.22643,0.080381,0.4327,0.18924,0.18597,0.41852,0.41463,0.090624,0.05599,0.35383,0.016265,0.19648,0.19618,0.29611,0.10135,0.0053955,0.21791,0.20356,1.0225e-13,0.15655,0.076541,0.10428,0.29663,0.31443,0.16048,0.40198,0.099837,0.049586,0.31843,0.54364,0.164,0.27549,0.12332,0.24092,0.39603,8.1946e-07,0.83966,0.10899,0.090987,0.35901,0.26986,0.18054,0.22429,0.02918,0.24724,0.10014,0.24061,0.37862,0.063472,0.07273,0.067143,0.14911,0.40543,0.10289,0.021389,0.15279,0.25783,0.2589,0.41771,0.20556,0.39327,0.50387,0.12044,0.64949,0.64325,0.42444,0.36999,0.33968,0.36999,0,0.035256,0.43082,0.048016,0.6474,0.41914,0.025485,0.15248,0.17045,0.14976,0.58065,0.084435,0.26677,0.13025,0.16432,0.42408,0.084789,0.0035047,0.0012233,0.058594,0.23363,0.2753,0.11452,0.39897,0.63835,0.35917,0.23758,0.47761,0.3773,0.42101,0.29587,0.25281,0.32841,0.16599,0.49809,0.27905,0.45968,0.16461,0.67442,0.34379,0.24346,0.11331,0.45282,0.37566,0.058086,0.025575,0.049827,0.59591,0.093436,0.026953,0.082973,0.087918,0.31412,0.024784
0.059651,0.063838,0.062424,2.4926e-10,0.023842,0,0.023017,0.37477,0.19433,0.17494,0.44979,0.064809,0.10271,0.22085,0.0030723,5.459e-07,0.0095032,2.0584e-10,0.14903,0.14375,1.0718e-06,0.22729,0.087752,0.16156,0.51783,0.24013,0.063098,8.9531e-07,0.11257,0.52082,0.45019,0.21649,0.51597,0.0030528,0.3837,0.032927,0.57307,0.30574,0.10432,0.097259,0.2884,0.15138,0.00018759,0.32532,0.59801,0.18285,0.052149,0.4635,0.15811,0.004085,0.037097,0.3395,0.012533,0.16846,0.040509,0.13495,0.079894,0.23853,0.77232,0.032997,0.04731,0.47307,0.416,0.071527,0.37727,0.12765,0.27425,0.0017639,0.50305,0.38173,0.10255,0.44455,0.28205,0.15852,0.50409,0.55407,0.090826,0.12384,0.24073,0,0.082848,0.040905,0.082879,0.18371,0,0.0027355,0.010965,0.13175,0.14756,0.028812,0.038809,0.32294,0.17467,0.49288,0.29688,0.20249,0.25839,0.068534,0.092923,0.0088435,0.28369,0,0.54266,0.48437,0.64418,0.57,0.21615,1.4877e-14,0.11767,0.030024,0,0.28993,0.14714,0.5519,0.30456,0.69066,0.4502,0.69804,0.13132,0.065397,0.46385,0.11826,0.24701,0.042299
0.015303,0.054005,0.2229,0.00023221,0.097043,0,6.7617e-06,0.5705,0.28693,0.061439,0.36872,0.0086621,0.046935,0.001571,2.2422e-09,0.018464,0.22656,0,0.09236,0.32424,0.00079123,0.089152,1.3317e-07,0.11643,0.39936,0.027685,0.45236,0.0024431,0.024211,0.50396,0.27966,0.022961,0.50748,0.087848,0.030135,0.0051636,0.042197,0.37293,0.1936,0.11218,0.011596,0.11533,0,0.023988,0.17731,0.19554,0.012519,0.0019024,0.49126,0.041454,0.22449,0.3948,0.0025001,0.18183,0.018989,0.041414,0.097892,0.019777,0.3088,0.14711,0.09137,0.57985,0.32412,0.049406,0.61372,0.29925,0.00020734,0.087777,0.27826,1.7123e-05,4.352e-05,0.065156,0.084288,0.096376,0.17703,0.43405,0.064044,0.01227,0.25502,0,0.16012,0.073831,0.31513,0.038668,0,0.067248,0.0034525,0.00056051,0.08166,0.065806,0.023439,0.19706,0.2647,0.32208,0.25312,0.1206,0.12281,0.21666,0.063981,0.18908,0.0064285,0,0.26907,0.37701,0.80386,0.37989,0.31953,0,0.35298,0.21866,0,0.19539,0.28081,0.065994,0.46896,0.40085,0.40106,0.50151,0.14869,0.096607,0.02088,0.17733,0.029076,0.061517
0.47237,0.40835,0.23586,0.39553,0.10855,0.06335,0.28522,0.54574,0.44335,0.12459,0.097003,0.16741,0.53354,6.4421e-05,0.64447,0.57044,0.54426,0.45472,0.26639,0.068653,0.54866,0.021247,0.23044,0.14962,0.061445,0.17535,0.20447,0.077294,0.15961,0.52458,0.082639,0.25239,0.11637,0.1619,0.16303,0.19065,0.24208,0.0090994,0.50739,0.19711,0.43715,0.10866,0.10666,0.19585,0.3688,0.1422,0.53571,0.46521,0.32237,0.39246,0.274,0.42979,0.46671,0.34714,0.38407,0.2929,0.16897,0.39459,0.18298,0.42811,0.53213,0.31487,0.27341,0.45992,0.67941,0.055848,0.2019,0.40348,0.2855,0.0027434,0.023426,0.46175,0.12496,0.35568,0.50882,0.31751,0.40239,0.40112,0.066285,0.84096,0.14926,0.21227,0.3337,0.29142,0.34503,0.24367,0.09942,0.27363,0.23292,0.080128,0.35374,0.57449,0.37423,0.36104,0.093938,0.19155,0.22927,0.30012,0.11234,0.22627,0.067434,0.51969,0.047099,0.50728,0.21983,0.12397,0.44232,0.17265,0.26084,0.052715,0.63095,0.26,0.066464,0.27887,0.037767,0.36337,0.15176,0.27967,0.44205,0.21805,0.25473,0.12966,0.065038,0.045446
0.12832,0.17632,0.48129,0.087764,0.066649,0.7782,0.39038,0.56811,0.20902,0.31377,0.43006,0.20721,0.16736,0.072467,0.33673,0.44117,0.70249,0.34709,0.13599,0.25701,0.13362,0.25394,0.24746,0.24283,0.49609,0.12337,0.16183,0.0099294,0.18145,0.72622,0.27268,0.71249,0.34254,0.55873,0.37813,0.1864,0.096874,0.82022,0.19613,0.0033708,0.17135,0.067887,0.3278,0.14899,0.37177,0.19517,0.22832,0.21687,0.1939,0.028182,0.36652,0.64821,0.12977,0.28083,0.035469,0.39447,0.50114,0.56755,0.75516,0.36803,0.15093,0.78913,0.714,0.014126,0.81963,0.26066,0.64307,0.56053,0.58064,0.3707,0.53194,0.31228,0.49608,0.47706,0.21687,0.65153,0.08291,0.12835,0.45983,0.084048,0.1378,0.27037,0.2361,0.046028,0.45723,0.2053,0.061197,0.048901,0.14228,0.25266,0.41906,0.24369,0.01807,0.6625,0.58331,0.325,0.45097,0.077084,0.18448,0.14487,0.10822,0.21458,0.41075,0.15942,0.59762,0.81434,0.23105,0.65689,0.49244,0.62496,0.15248,0.25967,0.13202,0.18105,0.5477,1.3456e-05,0.25725,0.575,0.22943,0.16264,0.086575,0.1796,0.3337,0.05774
0.0056757,0.14615,0.32784,0.041844,0.15821,0.45172,1.3434e-14,0,0.084614,0.28276,0.76847,0.013203,0,2.5986e-12,0,0.083771,0.43723,0.48045,0.030981,6.6613e-14,0.0016917,0.43668,0.21054,0.009707,0.29172,0.26951,0.18015,0.0074182,0.078049,0.45926,0.37403,0.76006,0.60255,0.2075,0.63296,0.016511,0.87965,0.47317,0.063547,0.37042,0.00060031,0.091947,0.0019031,0.10518,0.014493,0.22718,0.004511,0.00069233,0.16812,0.026499,0.32716,0.61045,0.15344,0.59322,0.22424,0.048642,0.29563,0.012811,0.45086,0.079795,0.34319,0.32891,0.21266,0.13516,0.17431,0.25719,0.11543,0.098829,0.46042,0.059788,0,0,0.09372,0.090935,1.9429e-05,0.38229,0.19774,0.34221,0.25249,0,0.2546,0.017649,0.28115,0.13081,6.5044e-05,1.4441e-09,0.033365,0.0017009,0.0033303,0.1076,0.029498,0.067189,1.8592e-10,0.29747,0.040612,0.18564,0.49351,0.0034375,0.39658,0.29878,0.47775,0.11973,0.42595,0.65721,0.7884,0.59784,0.44331,0.20373,0.071691,5.2676e-05,0.01552,0.18628,0.27276,0.032955,0.69697,0.61839,0.07926,0.16714,5.2169e-13,0.12606,0.47661,0.095679,0.4321,0.0024434
0.23485,0.057814,0.01183,0.72818,0.20012,0.50852,0.044182,0.43943,0.21356,0.00097699,0.48703,0.039819,0.34089,0.42939,0.00022191,0.029949,0.13248,0.146,0.10669,0,0.00012049,0.28348,0.27497,0.1573,0.50314,0.19561,0.14771,0.066223,0.13306,0.19408,0.16288,0.052366,0.25327,0.54589,0.16805,0.066965,0.3223,0.25437,0.31113,0.091982,0.028884,0.075511,0.022351,0.074636,0.81933,0.19563,0.05336,0.0091129,0.071398,0.066335,0.2229,0.67167,0.024394,0.05929,0.35759,0.51568,0.32761,0.40347,0.45237,0.48546,0.2088,0.058694,0.14246,0.30073,0.11003,0.0054285,0.034794,0.25007,0.27066,0.25526,0,0,0.044333,0.028044,0.22368,0.28162,0.35774,0.14323,0.25666,0.59802,0.12959,0.23753,0.18932,0.36356,0.068234,0.41524,0.3048,0.056796,1.071e-05,0.2204,0.098504,0.25311,0.053979,0.45783,0.081388,0.18909,0.0071275,0.19136,0.36197,0.43586,0.14436,0.36168,0.15039,0.67709,0.64063,0.12238,0.51502,9.0379e-08,0.023132,0.046358,0.15849,0.11846,0.34606,0.15713,0.57502,0.14512,0.12528,0.1135,0.025667,0.26397,0.15594,0.27693,0.10731,0.066808
0.11926,0.11627,0.039392,0.16662,0.28428,0.18652,0.23272,0.43572,0.21022,0.29065,0.5539,0.1939,0.0016579,0.020986,0.0002185,0.23448,0.046742,0.21047,0.15795,0.0043159,0.13758,0.6643,0.35746,0.1958,0.095132,0.1454,0.56101,0.11485,0.1132,0.29732,0.20817,0.23958,0.57086,0.30709,0.11586,0.33995,0.00029631,0.62915,0.13095,0.064131,0.13958,0.28539,0.083652,0.27695,0.23929,0.15093,0.14923,0.43998,0.13182,0.18186,0.082069,0.3089,0.097868,0.1744,0.25005,0.25657,0.010318,0.065604,0.45106,0.17556,0.19701,0.63002,0.3809,0.092389,0.39767,0.53689,0.14428,0.11002,0.18359,0.33228,2.2204e-16,0.17073,0.24419,0.0028267,0.57359,0.38084,0.18458,0.10277,0.25078,0.14528,0.37243,0.11225,0.032107,0.23998,0.10739,0.073583,0.28629,0.16614,0.081685,0.032555,0.054216,0.49881,0.39879,0.35488,0.07394,0.27854,0.35041,0.3098,0.37908,0.18001,0.30908,0.33041,0.45171,0.55898,0.57575,0.46686,0.20427,1.357e-06,0.39765,0.53068,0.19005,0.26036,0.41048,0.20039,0.042266,0.0016051,0.50572,0.90882,0.02045,0.071126,0.23058,0.20419,0.32812,0.12072
0.14799,0.29469,0.084654,0.10073,0.12455,0.18973,0.35075,0.13093,0.49853,0.25892,0.033971,0.43023,0.31981,3.4914e-05,0.017938,0.19851,0.015842,0.022113,0.37912,0.051047,0.21881,0.16329,0.029902,0.097014,0.043767,0.05487,0.22008,0.11324,0.39831,0.0045628,0.084674,0.00684,0.0097232,0.0065532,0.15027,0.26026,0.21341,0.022847,0.37332,0.82502,0.040293,0.48896,0.0084854,0.21031,0.30419,0.045478,0.33418,0.29882,0.29721,0.47992,0.2617,0.014982,0.29592,0.045463,0.25338,0.25511,0.090494,0.10568,0.36007,0.072775,0.46624,0.077224,0.020025,0.63988,0.065832,0.062102,0.042179,0.22784,0.060916,0.26695,1.1047e-13,0.099255,0.12731,6.5205e-05,0.26247,0.10039,0.77887,0.34594,0.058129,0.23614,0.094058,0.33743,0.46261,0.43166,0.55974,0.066258,0.54821,0.17746,0.26969,0.192,0.49652,0.13113,0.19491,0.54865,0.14273,0.057124,0.074787,0.38865,0.12474,0.20374,0.031031,0.37685,0.073073,0.13781,0.066181,0.15256,0.044864,2.1198e-07,0.00077308,0.097521,0.25455,0.031461,0.030398,0.028579,0.012699,0.0044487,0.058994,0.10914,0.08869,0.30849,0.051363,0.45472,0.28426,0.33798
0.25523,0.20868,0.010301,0.35111,0.35164,0.36349,0,0,0.41312,0.12697,0.19574,3.6966e-06,0,0,8.3221e-07,0.015585,0.16993,0.26227,0.34348,4.5519e-15,0.060879,0.48574,0.023928,0.13944,0.32785,0.45097,0.47041,3.1174e-10,0.0051268,0.31927,0.0055606,0.22073,0.093584,0.015555,0.19903,0.031818,0.23061,0.093949,0.30853,0.24961,0.11997,0.21843,0.21707,0.33469,0.018668,0.18646,0.066175,0.061831,0.095064,0.27522,0.12345,0.21202,0.44737,0.037067,0.22616,0.12544,0.074403,0.17281,0.10657,0.072023,0.089365,0.12387,0.0034214,0.26679,0.18635,0.18532,0.21422,0.074672,0.12895,0.44333,5.1817e-08,5.6621e-15,0.42451,0.063638,0.31423,0.34384,0.23057,0.020485,0.012907,1.0893e-06,0.018203,0.0705,0.087886,0.071744,0.022365,0,0.20786,0.061087,1.4988e-14,0.29138,0.35353,0.013826,0.00059872,0.36094,1.9625e-05,0.026425,0.27916,0.15326,0.24319,0.072333,0.54805,0.37111,0.23213,0.47921,0.25441,0.015207,0.094191,0.029566,0.050608,0.00022875,0.07867,0.44708,0.32368,0.057694,0.21154,0.11478,0.15083,0.5069,0.0004246,0.152,0.18768,0.65618,0.21134,0.0046147
0.17058,0.31837,0.11888,0.24921,0.1043,0.024295,0.35231,0.63853,0.02183,0.46264,0.37876,0.096822,0.40145,0.053703,0.0017072,0.058796,0.22974,0.0027202,0.17302,1.0301e-05,0.29894,0.12098,0.18789,0.02767,0.63798,0.094688,0.13718,0.072823,0.41839,0.080671,0.082185,0.28819,0.089676,0.083199,0.096645,0.10599,1.1603e-05,0.15465,0.30468,0.23242,0.40873,0.23677,0.032407,0.16297,0.0069563,0.034339,0.045238,0.48449,0.099347,0.10134,0.13866,0.0026671,7.4559e-05,0.080733,0.36511,0.13012,0.061606,0.1376,0.2464,0.015289,0.11223,0.164,0.034505,0.063652,0.044276,0.038228,0.19706,0.11334,0.064757,0.010384,0.0033212,0.081943,0.30456,0.097691,0.12358,0.085467,0.14604,0.18596,0.081974,0.00026673,0.29473,0.18126,0.25268,0.21615,0.27878,0.44132,0.55854,0.14708,4.356e-07,0.23006,0.32414,0.091937,0.060612,0.10613,0.17724,0.060965,0.01722,0.2182,0.18014,0.0086202,0.58634,0.38563,0.067214,0.042968,0.028421,0.29571,0.17063,0.0051494,0.45316,0.033168,0.27032,0.31271,0.21462,0.12171,0.21026,3.4536e-11,0.12388,0.2704,0.33196,0.0078623,0.044825,0.36318,0.30962,0.098867
